danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.585,0.75,10,-3.974,1,0.145,0.203,0,0.3,0.619,179.881,audio_features,411nmd0QMzty1UjCWSo3rc,spotify:track:411nmd0QMzty1UjCWSo3rc,https://api.spotify.com/v1/tracks/411nmd0QMzty1UjCWSo3rc,https://api.spotify.com/v1/audio-analysis/411nmd0QMzty1UjCWSo3rc,182813,4
0.736,0.639,6,-7.465,1,0.0885,0.181,7.35e-05,0.18,0.698,180.07,audio_features,2k6bBYA3qx3UJh6PsOq8R4,spotify:track:2k6bBYA3qx3UJh6PsOq8R4,https://api.spotify.com/v1/tracks/2k6bBYA3qx3UJh6PsOq8R4,https://api.spotify.com/v1/audio-analysis/2k6bBYA3qx3UJh6PsOq8R4,206750,4
0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,audio_features,0GzuHFG4Ql6DoyxFRnIk3F,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F,https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F,https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F,200482,4
0.889,0.863,11,-3.011,1,0.0757,0.289,0.000603,0.0798,0.776,112.953,audio_features,0eeKDrQxjqNl5bX5VCHDcn,spotify:track:0eeKDrQxjqNl5bX5VCHDcn,https://api.spotify.com/v1/tracks/0eeKDrQxjqNl5bX5VCHDcn,https://api.spotify.com/v1/audio-analysis/0eeKDrQxjqNl5bX5VCHDcn,201000,4
0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,audio_features,4QfZYDhGZc0T2RDvGiI69E,spotify:track:4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/tracks/4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/audio-analysis/4QfZYDhGZc0T2RDvGiI69E,178407,4
0.697,0.713,5,-4.09,1,0.153,0.367,0,0.101,0.476,171.844,audio_features,3yoDVeVWIPSuH1IolXKA0X,spotify:track:3yoDVeVWIPSuH1IolXKA0X,https://api.spotify.com/v1/tracks/3yoDVeVWIPSuH1IolXKA0X,https://api.spotify.com/v1/audio-analysis/3yoDVeVWIPSuH1IolXKA0X,182627,4
0.612,0.561,1,-6.054,1,0.0851,0.0601,0,0.145,0.393,191.911,audio_features,5jZ32WOU7sqzDYbzINwMUk,spotify:track:5jZ32WOU7sqzDYbzINwMUk,https://api.spotify.com/v1/tracks/5jZ32WOU7sqzDYbzINwMUk,https://api.spotify.com/v1/audio-analysis/5jZ32WOU7sqzDYbzINwMUk,163053,4
0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,audio_features,059bcIhyc2SBwm6sw2AZzd,spotify:track:059bcIhyc2SBwm6sw2AZzd,https://api.spotify.com/v1/tracks/059bcIhyc2SBwm6sw2AZzd,https://api.spotify.com/v1/audio-analysis/059bcIhyc2SBwm6sw2AZzd,231848,4
0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,audio_features,7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,https://api.spotify.com/v1/tracks/7kjEqI6eZ7YlFrGhxixnlN,https://api.spotify.com/v1/audio-analysis/7kjEqI6eZ7YlFrGhxixnlN,221187,4
0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4
0.701,0.8,9,-2.904,1,0.129,0.381,0,0.13,0.706,180.057,audio_features,1dFvzd0wivuzxU2BLcEynb,spotify:track:1dFvzd0wivuzxU2BLcEynb,https://api.spotify.com/v1/tracks/1dFvzd0wivuzxU2BLcEynb,https://api.spotify.com/v1/audio-analysis/1dFvzd0wivuzxU2BLcEynb,242867,4
0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,audio_features,56f5qnyAlZdlz8wrUDA50h,spotify:track:56f5qnyAlZdlz8wrUDA50h,https://api.spotify.com/v1/tracks/56f5qnyAlZdlz8wrUDA50h,https://api.spotify.com/v1/audio-analysis/56f5qnyAlZdlz8wrUDA50h,204564,4
0.925,0.9,3,-4.361,0,0.144,0.357,0.00595,0.124,0.804,120.031,audio_features,4xI3U4sDj1TPmO9Iz5TkYp,spotify:track:4xI3U4sDj1TPmO9Iz5TkYp,https://api.spotify.com/v1/tracks/4xI3U4sDj1TPmO9Iz5TkYp,https://api.spotify.com/v1/audio-analysis/4xI3U4sDj1TPmO9Iz5TkYp,201500,4
0.755,0.694,1,-2.97,0,0.288,0.1,2.51e-06,0.0872,0.738,176.023,audio_features,5HokHzcT1yQtsy7lLagEiA,spotify:track:5HokHzcT1yQtsy7lLagEiA,https://api.spotify.com/v1/tracks/5HokHzcT1yQtsy7lLagEiA,https://api.spotify.com/v1/audio-analysis/5HokHzcT1yQtsy7lLagEiA,189567,4
0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,audio_features,4t9a07PAghtQMRAIP9FQ7Z,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/tracks/4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/audio-analysis/4t9a07PAghtQMRAIP9FQ7Z,266087,4
0.656,0.705,5,-4.262,0,0.0908,0.166,0,0.202,0.53,172.003,audio_features,4z9b9AbzCw32Azqg8uJ0B6,spotify:track:4z9b9AbzCw32Azqg8uJ0B6,https://api.spotify.com/v1/tracks/4z9b9AbzCw32Azqg8uJ0B6,https://api.spotify.com/v1/audio-analysis/4z9b9AbzCw32Azqg8uJ0B6,179032,4
0.771,0.735,1,-3.388,1,0.114,0.103,6.19e-05,0.0503,0.72,96.253,audio_features,5u5S7D8NaQzyKkdU4duHJR,spotify:track:5u5S7D8NaQzyKkdU4duHJR,https://api.spotify.com/v1/tracks/5u5S7D8NaQzyKkdU4duHJR,https://api.spotify.com/v1/audio-analysis/5u5S7D8NaQzyKkdU4duHJR,144613,4
0.742,0.294,7,-8.151,1,0.0443,0.808,3.23e-06,0.661,0.188,100.015,audio_features,442FV16HuyEMgy7auT88hB,spotify:track:442FV16HuyEMgy7auT88hB,https://api.spotify.com/v1/tracks/442FV16HuyEMgy7auT88hB,https://api.spotify.com/v1/audio-analysis/442FV16HuyEMgy7auT88hB,216661,4
0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,audio_features,0zLCBJZSiELJf02ucPP9wb,spotify:track:0zLCBJZSiELJf02ucPP9wb,https://api.spotify.com/v1/tracks/0zLCBJZSiELJf02ucPP9wb,https://api.spotify.com/v1/audio-analysis/0zLCBJZSiELJf02ucPP9wb,176867,4
0.767,0.643,5,-5.225,1,0.101,0.216,0.000104,0.0806,0.536,169.99,audio_features,099tjv6oy2opbpCOA3nBwX,spotify:track:099tjv6oy2opbpCOA3nBwX,https://api.spotify.com/v1/tracks/099tjv6oy2opbpCOA3nBwX,https://api.spotify.com/v1/audio-analysis/099tjv6oy2opbpCOA3nBwX,192452,4
0.623,0.703,8,-5.296,1,0.202,0.0856,0,0.246,0.585,170.059,audio_features,1vucS7X4otbyQSZ9RXYXFI,spotify:track:1vucS7X4otbyQSZ9RXYXFI,https://api.spotify.com/v1/tracks/1vucS7X4otbyQSZ9RXYXFI,https://api.spotify.com/v1/audio-analysis/1vucS7X4otbyQSZ9RXYXFI,183926,4
0.746,0.851,1,-3.742,0,0.101,0.16,0,0.286,0.838,169.967,audio_features,1bra22ihn1UyVyilRRcpy2,spotify:track:1bra22ihn1UyVyilRRcpy2,https://api.spotify.com/v1/tracks/1bra22ihn1UyVyilRRcpy2,https://api.spotify.com/v1/audio-analysis/1bra22ihn1UyVyilRRcpy2,262400,4
0.561,0.39,9,-4.959,1,0.0568,0.819,0,0.126,0.705,163.919,audio_features,4j3iq13kHs5PB94jdTp3Y3,spotify:track:4j3iq13kHs5PB94jdTp3Y3,https://api.spotify.com/v1/tracks/4j3iq13kHs5PB94jdTp3Y3,https://api.spotify.com/v1/audio-analysis/4j3iq13kHs5PB94jdTp3Y3,193700,4
0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,audio_features,1HbA4N1MiOsPthALesGFR1,spotify:track:1HbA4N1MiOsPthALesGFR1,https://api.spotify.com/v1/tracks/1HbA4N1MiOsPthALesGFR1,https://api.spotify.com/v1/audio-analysis/1HbA4N1MiOsPthALesGFR1,178994,4
0.808,0.697,10,-5.899,1,0.241,0.041,0,0.0546,0.554,95.06,audio_features,5gflgO9EPbIBf16n5TKnQS,spotify:track:5gflgO9EPbIBf16n5TKnQS,https://api.spotify.com/v1/tracks/5gflgO9EPbIBf16n5TKnQS,https://api.spotify.com/v1/audio-analysis/5gflgO9EPbIBf16n5TKnQS,232020,4
0.808,0.626,3,-4.577,0,0.0353,0.397,0.00584,0.102,0.569,127.955,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,202771,4
0.715,0.622,4,-5.102,0,0.046,0.163,0,0.0948,0.808,80.015,audio_features,2rCbl9naJYhaxjLsfx88uM,spotify:track:2rCbl9naJYhaxjLsfx88uM,https://api.spotify.com/v1/tracks/2rCbl9naJYhaxjLsfx88uM,https://api.spotify.com/v1/audio-analysis/2rCbl9naJYhaxjLsfx88uM,195053,4
0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,audio_features,2p2Q23iaaPSEa1tI6TsCVX,spotify:track:2p2Q23iaaPSEa1tI6TsCVX,https://api.spotify.com/v1/tracks/2p2Q23iaaPSEa1tI6TsCVX,https://api.spotify.com/v1/audio-analysis/2p2Q23iaaPSEa1tI6TsCVX,215891,4
0.894,0.709,3,-7.478,0,0.118,0.00914,0,0.101,0.462,93.048,audio_features,7xT1n5JKpB0bMPh6FL589e,spotify:track:7xT1n5JKpB0bMPh6FL589e,https://api.spotify.com/v1/tracks/7xT1n5JKpB0bMPh6FL589e,https://api.spotify.com/v1/audio-analysis/7xT1n5JKpB0bMPh6FL589e,201597,4
0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891,audio_features,2MnLkFqY9Rpg9s3Zv6ZJdK,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4
0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025,audio_features,5u7twkeask1VIyDeNTElSU,spotify:track:5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU,216510,4
0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,audio_features,0cOa970mzTWAxKtltpkpLc,spotify:track:0cOa970mzTWAxKtltpkpLc,https://api.spotify.com/v1/tracks/0cOa970mzTWAxKtltpkpLc,https://api.spotify.com/v1/audio-analysis/0cOa970mzTWAxKtltpkpLc,165275,4
0.812,0.691,8,-5.837,0,0.352,0.614,1.04e-05,0.226,0.876,168.024,audio_features,2TmT3wSwRf0CYJFGGaIXNB,spotify:track:2TmT3wSwRf0CYJFGGaIXNB,https://api.spotify.com/v1/tracks/2TmT3wSwRf0CYJFGGaIXNB,https://api.spotify.com/v1/audio-analysis/2TmT3wSwRf0CYJFGGaIXNB,255607,4
0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4
0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,audio_features,3VqeTFIvhxu3DIe4eZVzGq,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,https://api.spotify.com/v1/tracks/3VqeTFIvhxu3DIe4eZVzGq,https://api.spotify.com/v1/audio-analysis/3VqeTFIvhxu3DIe4eZVzGq,164442,4
0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,audio_features,2L95U6syP0bV3fkYYOzmiW,spotify:track:2L95U6syP0bV3fkYYOzmiW,https://api.spotify.com/v1/tracks/2L95U6syP0bV3fkYYOzmiW,https://api.spotify.com/v1/audio-analysis/2L95U6syP0bV3fkYYOzmiW,219000,4
0.83,0.77,5,-3.364,0,0.1,0.444,7.24e-05,0.23,0.739,82.001,audio_features,3YNolHalg56UrvPabqw6JP,spotify:track:3YNolHalg56UrvPabqw6JP,https://api.spotify.com/v1/tracks/3YNolHalg56UrvPabqw6JP,https://api.spotify.com/v1/audio-analysis/3YNolHalg56UrvPabqw6JP,237627,4
0.736,0.785,10,-3.676,1,0.0567,0.198,4.44e-06,0.109,0.747,176.021,audio_features,3SgybTfx3GWHAcjhK9iPmz,spotify:track:3SgybTfx3GWHAcjhK9iPmz,https://api.spotify.com/v1/tracks/3SgybTfx3GWHAcjhK9iPmz,https://api.spotify.com/v1/audio-analysis/3SgybTfx3GWHAcjhK9iPmz,250907,4
0.908,0.813,5,-2.749,0,0.0777,0.305,0,0.278,0.924,97.018,audio_features,4DHDIdeayp8xvlyg22wREO,spotify:track:4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO,200785,4
0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507,4
0.278,0.572,7,-8.295,1,0.0407,0.392,0,0.063,0.311,95.351,audio_features,2f0Ft2XdvNSMSY5TUlZgEz,spotify:track:2f0Ft2XdvNSMSY5TUlZgEz,https://api.spotify.com/v1/tracks/2f0Ft2XdvNSMSY5TUlZgEz,https://api.spotify.com/v1/audio-analysis/2f0Ft2XdvNSMSY5TUlZgEz,253760,3
0.823,0.739,6,-3.825,1,0.062,0.143,2e-06,0.0788,0.725,167.969,audio_features,24YLHalbl2ePQbEXiKqKcP,spotify:track:24YLHalbl2ePQbEXiKqKcP,https://api.spotify.com/v1/tracks/24YLHalbl2ePQbEXiKqKcP,https://api.spotify.com/v1/audio-analysis/24YLHalbl2ePQbEXiKqKcP,231766,4
0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4
0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4
0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,audio_features,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,137876,4
0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,audio_features,6hf0RpxTbOprT5nnwzkk8e,spotify:track:6hf0RpxTbOprT5nnwzkk8e,https://api.spotify.com/v1/tracks/6hf0RpxTbOprT5nnwzkk8e,https://api.spotify.com/v1/audio-analysis/6hf0RpxTbOprT5nnwzkk8e,217773,4
0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4
0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,audio_features,5JCoSi02qi3jJeHdZXMmR8,spotify:track:5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/tracks/5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/audio-analysis/5JCoSi02qi3jJeHdZXMmR8,152667,4
0.841,0.768,7,-4.116,0,0.116,0.0141,7.7e-05,0.355,0.633,98.025,audio_features,72NnJdEsAgTlnguInmxveg,spotify:track:72NnJdEsAgTlnguInmxveg,https://api.spotify.com/v1/tracks/72NnJdEsAgTlnguInmxveg,https://api.spotify.com/v1/audio-analysis/72NnJdEsAgTlnguInmxveg,172392,4
0.709,0.595,0,-3.349,1,0.099,0.653,0.000253,0.134,0.747,174.004,audio_features,2B4nQ6yvVVBMqfgOrYtubb,spotify:track:2B4nQ6yvVVBMqfgOrYtubb,https://api.spotify.com/v1/tracks/2B4nQ6yvVVBMqfgOrYtubb,https://api.spotify.com/v1/audio-analysis/2B4nQ6yvVVBMqfgOrYtubb,178266,4
0.74,0.673,0,-2.872,1,0.102,0.232,4.45e-06,0.12,0.698,180.026,audio_features,3MvpSDePWyiVxheU1eff6L,spotify:track:3MvpSDePWyiVxheU1eff6L,https://api.spotify.com/v1/tracks/3MvpSDePWyiVxheU1eff6L,https://api.spotify.com/v1/audio-analysis/3MvpSDePWyiVxheU1eff6L,198592,4
0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4
0.85,0.957,9,-3.311,1,0.0756,0.588,1.24e-06,0.729,0.916,96.005,audio_features,6eJByXrWWVrFK9nxmBZryt,spotify:track:6eJByXrWWVrFK9nxmBZryt,https://api.spotify.com/v1/tracks/6eJByXrWWVrFK9nxmBZryt,https://api.spotify.com/v1/audio-analysis/6eJByXrWWVrFK9nxmBZryt,171694,4
0.803,0.628,9,-4.358,0,0.0536,0.147,1.92e-06,0.0461,0.661,92.021,audio_features,4M4DTyLupKvbJKlE4I4EYq,spotify:track:4M4DTyLupKvbJKlE4I4EYq,https://api.spotify.com/v1/tracks/4M4DTyLupKvbJKlE4I4EYq,https://api.spotify.com/v1/audio-analysis/4M4DTyLupKvbJKlE4I4EYq,193043,4
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,audio_features,2tGvwE8GcFKwNdAXMnlbfl,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,175933,3
0.777,0.696,9,-5.123,0,0.0464,0.0929,0,0.117,0.34,93.019,audio_features,3EfqlNLh9HHLh8YkmezU5h,spotify:track:3EfqlNLh9HHLh8YkmezU5h,https://api.spotify.com/v1/tracks/3EfqlNLh9HHLh8YkmezU5h,https://api.spotify.com/v1/audio-analysis/3EfqlNLh9HHLh8YkmezU5h,247067,4
0.808,0.559,1,-6.936,1,0.452,0.133,6.57e-06,0.0966,0.48,169.103,audio_features,4Ixc50wY5pbUvNEogTQ2wL,spotify:track:4Ixc50wY5pbUvNEogTQ2wL,https://api.spotify.com/v1/tracks/4Ixc50wY5pbUvNEogTQ2wL,https://api.spotify.com/v1/audio-analysis/4Ixc50wY5pbUvNEogTQ2wL,237459,4
0.791,0.861,1,-3.994,1,0.196,0.319,1.58e-06,0.125,0.606,88.004,audio_features,2E5AxSvxrnRsaExLe1aaXI,spotify:track:2E5AxSvxrnRsaExLe1aaXI,https://api.spotify.com/v1/tracks/2E5AxSvxrnRsaExLe1aaXI,https://api.spotify.com/v1/audio-analysis/2E5AxSvxrnRsaExLe1aaXI,215135,4
0.788,0.771,0,-4.048,1,0.0562,0.0452,0,0.103,0.785,91.945,audio_features,5iF33sXejXwfTuidVHMll0,spotify:track:5iF33sXejXwfTuidVHMll0,https://api.spotify.com/v1/tracks/5iF33sXejXwfTuidVHMll0,https://api.spotify.com/v1/audio-analysis/5iF33sXejXwfTuidVHMll0,169560,4
0.817,0.651,1,-4.632,1,0.0522,0.497,3.97e-05,0.135,0.825,92.033,audio_features,3FhiU60cxfN2j4jRy5Y40w,spotify:track:3FhiU60cxfN2j4jRy5Y40w,https://api.spotify.com/v1/tracks/3FhiU60cxfN2j4jRy5Y40w,https://api.spotify.com/v1/audio-analysis/3FhiU60cxfN2j4jRy5Y40w,292275,4
0.705,0.598,9,-3.439,1,0.0769,0.107,1.89e-06,0.0783,0.335,74.858,audio_features,74UFJflGMdA46TltO7XPSB,spotify:track:74UFJflGMdA46TltO7XPSB,https://api.spotify.com/v1/tracks/74UFJflGMdA46TltO7XPSB,https://api.spotify.com/v1/audio-analysis/74UFJflGMdA46TltO7XPSB,197960,4
0.781,0.67,0,-2.588,0,0.0484,0.232,2.01e-06,0.104,0.85,177.957,audio_features,59rjsHYxdxeUG6gd43Emzs,spotify:track:59rjsHYxdxeUG6gd43Emzs,https://api.spotify.com/v1/tracks/59rjsHYxdxeUG6gd43Emzs,https://api.spotify.com/v1/audio-analysis/59rjsHYxdxeUG6gd43Emzs,208000,4
0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,audio_features,6SRsiMl7w1USE4mFqrOhHC,spotify:track:6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/tracks/6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/audio-analysis/6SRsiMl7w1USE4mFqrOhHC,143747,4
0.705,0.692,9,-6.476,0,0.0357,0.574,0,0.13,0.444,122.991,audio_features,6KEb17S00Inf0v1qYDgUAj,spotify:track:6KEb17S00Inf0v1qYDgUAj,https://api.spotify.com/v1/tracks/6KEb17S00Inf0v1qYDgUAj,https://api.spotify.com/v1/audio-analysis/6KEb17S00Inf0v1qYDgUAj,175890,4
0.794,0.797,4,-4.334,0,0.177,0.177,0,0.213,0.821,98.062,audio_features,0s3EXMb8Wk2u46Fuhk3O2e,spotify:track:0s3EXMb8Wk2u46Fuhk3O2e,https://api.spotify.com/v1/tracks/0s3EXMb8Wk2u46Fuhk3O2e,https://api.spotify.com/v1/audio-analysis/0s3EXMb8Wk2u46Fuhk3O2e,180611,4
0.762,0.797,6,-2.641,1,0.107,0.11,0,0.412,0.787,81.994,audio_features,6VOb0Kkrd45Bp5RHYSla2J,spotify:track:6VOb0Kkrd45Bp5RHYSla2J,https://api.spotify.com/v1/tracks/6VOb0Kkrd45Bp5RHYSla2J,https://api.spotify.com/v1/audio-analysis/6VOb0Kkrd45Bp5RHYSla2J,174932,4
0.778,0.752,1,-4.976,0,0.149,0.25,0.00386,0.0866,0.791,180.017,audio_features,5H6SZcjJzBNsB2VzKW2Ivd,spotify:track:5H6SZcjJzBNsB2VzKW2Ivd,https://api.spotify.com/v1/tracks/5H6SZcjJzBNsB2VzKW2Ivd,https://api.spotify.com/v1/audio-analysis/5H6SZcjJzBNsB2VzKW2Ivd,171814,4
0.852,0.593,6,-5.892,1,0.0702,0.386,0.168,0.154,0.87,90.002,audio_features,66S2z95FN3nUAr9S1gUIsp,spotify:track:66S2z95FN3nUAr9S1gUIsp,https://api.spotify.com/v1/tracks/66S2z95FN3nUAr9S1gUIsp,https://api.spotify.com/v1/audio-analysis/66S2z95FN3nUAr9S1gUIsp,221407,4
0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,audio_features,39LLxExYz6ewLAcYrzQQyP,spotify:track:39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP,203808,4
0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,audio_features,0MMyJUC3WNnFS1lit5pTjk,spotify:track:0MMyJUC3WNnFS1lit5pTjk,https://api.spotify.com/v1/tracks/0MMyJUC3WNnFS1lit5pTjk,https://api.spotify.com/v1/audio-analysis/0MMyJUC3WNnFS1lit5pTjk,173160,4
0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,audio_features,2TOzTqQXNmR2zDJXihjZ2e,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/audio-analysis/2TOzTqQXNmR2zDJXihjZ2e,202827,4
0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,audio_features,7BoobGhD4x5K96Me0hqC8Q,spotify:track:7BoobGhD4x5K96Me0hqC8Q,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,122773,4
0.77,0.899,8,-2.981,1,0.0494,0.222,1.14e-06,0.0894,0.851,128.05,audio_features,6PDlkWmrq2ZKiUuFt2aQsH,spotify:track:6PDlkWmrq2ZKiUuFt2aQsH,https://api.spotify.com/v1/tracks/6PDlkWmrq2ZKiUuFt2aQsH,https://api.spotify.com/v1/audio-analysis/6PDlkWmrq2ZKiUuFt2aQsH,231604,4
0.873,0.591,4,-5.766,0,0.104,0.153,0,0.623,0.878,128.103,audio_features,1Ikhfas59u6TNuCdarNWzJ,spotify:track:1Ikhfas59u6TNuCdarNWzJ,https://api.spotify.com/v1/tracks/1Ikhfas59u6TNuCdarNWzJ,https://api.spotify.com/v1/audio-analysis/1Ikhfas59u6TNuCdarNWzJ,329742,4
0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,audio_features,4wcBRRpIfesgcyUtis7PEg,spotify:track:4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg,163587,4
0.765,0.482,2,-10.734,1,0.424,0.684,4.64e-05,0.142,0.292,150.163,audio_features,4QmL5s4KnF8YVm2SN3z0dx,spotify:track:4QmL5s4KnF8YVm2SN3z0dx,https://api.spotify.com/v1/tracks/4QmL5s4KnF8YVm2SN3z0dx,https://api.spotify.com/v1/audio-analysis/4QmL5s4KnF8YVm2SN3z0dx,155000,4
